event,period,play_clock,home_score,away_score,margin,player_name,player_team,home_team,away_team,wall_clock
SP,1,12:00,0,0,0,,,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Chet Holmgren,OKC,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Luguentz Dort,OKC,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Josh Giddey,OKC,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Shai Gilgeous-Alexander,OKC,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Jalen Williams,OKC,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,P.J. Washington,DAL,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Danté Exum,DAL,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Daniel Gafford,DAL,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Derrick Jones Jr.,DAL,OKC,DAL,10:06 PM
IN,1,12:00,0,0,0,Kyrie Irving,DAL,OKC,DAL,10:06 PM
JM,1,12:00,0,0,0,Chet Holmgren,OKC,OKC,DAL,10:06 PM
2MI,1,11:40,0,0,0,Chet Holmgren,OKC,OKC,DAL,10:07 PM
DR,1,11:39,0,0,0,P.J. Washington,DAL,OKC,DAL,10:07 PM
2MI,1,11:33,0,0,0,Danté Exum,DAL,OKC,DAL,10:07 PM
OR,1,11:29,0,0,0,Daniel Gafford,DAL,OKC,DAL,10:07 PM
2MI,1,11:28,0,0,0,Daniel Gafford,DAL,OKC,DAL,10:07 PM
DR,1,11:25,0,0,0,Chet Holmgren,OKC,OKC,DAL,10:07 PM
2MI,1,11:09,0,0,0,Luguentz Dort,OKC,OKC,DAL,10:07 PM
DR,1,11:07,0,0,0,Daniel Gafford,DAL,OKC,DAL,10:07 PM
ST,1,10:58,0,0,0,Shai Gilgeous-Alexander,OKC,OKC,DAL,10:07 PM
TO,1,10:58,0,0,0,Danté Exum,DAL,OKC,DAL,10:07 PM
AS,1,10:54,0,2,2,Jalen Williams,OKC,OKC,DAL,10:07 PM
2MA,1,10:54,0,2,2,Josh Giddey,OKC,OKC,DAL,10:07 PM
AS,1,10:30,2,2,TIE,Kyrie Irving,DAL,OKC,DAL,10:08 PM
2MA,1,10:30,2,2,TIE,Daniel Gafford,DAL,OKC,DAL,10:08 PM
FD,1,10:19,2,2,TIE,Shai Gilgeous-Alexander,OKC,OKC,DAL,10:08 PM
FL,1,10:19,2,2,TIE,Daniel Gafford,DAL,OKC,DAL,10:08 PM
1MA,1,10:19,2,3,1,Shai Gilgeous-Alexander,OKC,OKC,DAL,10:08 PM
1MA,1,10:19,2,4,2,Shai Gilgeous-Alexander,OKC,OKC,DAL,10:09 PM
AS,1,10:07,4,4,TIE,Kyrie Irving,DAL,OKC,DAL,10:09 PM
2MA,1,10:07,4,4,TIE,Derrick Jones Jr.,DAL,OKC,DAL,10:09 PM
